ROUNDWOOD (VARTRY LODGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IO2160601706,Long,-6.186972,Lat,53.052417,Elevation,720,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,
November,,,,,,,2.95,1.52,5.43,2.66,3.16,3.55,6.58,4.36,,,,,,,5.01,7.23,6.73,4.46,3.37,3.65,3.7,6.7,11.05,2.2,9.9,8.75,8.7,3.57,6.76,10.3,1.84,5.84,8.12,3.7,7.78,5.25,6.31,3.19,1.66,6.84,2.91,4.18,3.13,1.91,5.07,6.64,1.93,5.23,5.45,6.22,8.96,2.47,4.47,4.72,4.35,5.3,0.95,3.2,4.81,4.9,5.49,4.94,6.42,9.17,4.51,8.36,1.36,1.54,3.38,6.5,3.59,3.76,6.45,7.03,6,,,,,,,,,,,,,,,,,,,,
December,,,,,,,3.85,2.58,15.02,6.47,3.34,3.28,11.17,0.44,,,,,,,4.42,5.34,6.97,1.95,3.2,0.32,2.6,2.6,7.55,3.8,6,10.15,1.6,6.19,4.69,7.28,11.81,6.62,3.17,6.33,4.73,4.66,3.93,5.52,2.86,3.36,3.18,4.57,4.25,5.83,11,11.55,3.87,1.93,10.89,8.05,4.36,2.88,5.6,6.91,4.49,3.95,3.77,2.91,6.59,3.3,0.95,4.73,5.4,9.88,4.69,1.92,8.06,3.45,9.56,3.5,3.7,2.93,7.41,2.69,2.75,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,49.12,62.11,50.92,44.51,54.98,62.63,35.81,,,,,,,52.48,55.4,62.96,54.76,40.71,40.32,45.56,27.4,62.29,49.35,54.6,61,53.79,39.65,68.03,51.18,51.96,63.07,52.51,42.71,50.46,45.76,44.45,53.97,39.95,40.61,39.39,43.11,40.2,38.46,50.75,45.29,50.53,47.72,44.96,50.81,53.14,35.36,44.81,38.91,51.08,34.04,36.15,41.92,50,39.3,39.02,45.16,53.07,43.08,52.9,52.92,38.98,33.78,41.51,38.11,40.94,45.41,43.64,47.27,45.91,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1866 total removed - incomplete year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1888 Total adjusted for arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1896 Total adjusted for arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noted Gauge moves: Aug 1936 620 yds SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 1938 450 yds N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
