STUBTON HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK875490,Long,-0.697,Lat,53.031,Elevation,94,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911
November,1.05,2.51,2.76,2.06,1.85,0.86,1.26,1.86,1.52,1.22,3.54,2.28,2.33,3.94,3.45,1.83,3.56,1.10,2.02,2.68,3.14,3.48,1.44,2.38,2.00,1.62,3.17,0.66,2.82,2.52,0.71,1.98,2.14,2.45,1.11,1.52,1.88,0.86,2.20,1.75,1.44,1.82,0.85,2.37,3.03,1.58,1.18,0.35,3.27,2.19
December,1.28,0.95,1.70,0.73,1.91,2.03,5.74,3.82,3.18,1.60,3.31,0.26,1.90,0.98,5.14,1.69,1.77,1.12,2.52,2.28,4.39,1.22,1.62,1.01,3.01,1.24,1.28,1.54,0.75,2.44,0.53,1.81,1.86,2.23,3.32,2.05,1.68,1.99,4.34,4.57,1.51,0.72,1.67,0.54,1.99,2.14,1.09,3.84,4.25,3.89
Total,22.97,19.75,19.04,25.81,26.78,24.92,20.75,27.55,18.76,24.14,36.49,20.58,19.22,26.35,31.29,24.98,27.70,27.51,33.47,26.75,35.79,32.57,18.22,26.98,29.87,17.76,23.85,29.09,20.66,26.94,23.73,17.56,21.09,20.88,22.51,21.48,18.77,21.09,27.76,20.57,22.10,29.57,20.34,18.11,23.15,22.39,19.21,25.16,25.02,22.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1860-1869_04_pt1/043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_06_pt3/025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_08_pt1/026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_13_pt1/146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_17_pt1/086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_16_pt1/044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
