BOLTBY - HIGH PARADISE MOORLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE499897,Long,-1.235,Lat,54.300,Elevation,1144,ft,,,,,,,,,,,,,,,,,,,,,
August,3.03,2.20,9.58,3.08,2.58,3.48,5.65,3.10,4.38,4.60,3.21,3.34,7.20,6.60,3.13,4.43,3.98,-999.00,0.67,3.21,3.72,4.10,2.46,3.15,2.89,1.63,3.81,4.27,-999.00
September,1.70,3.06,0.99,6.60,1.27,1.44,1.41,3.44,3.31,3.04,3.31,1.79,7.18,0.92,1.05,6.81,6.67,5.25,1.60,2.22,5.37,3.83,1.40,,4.00,1.88,1.02,2.50,-999.00
October,1.32,4.12,3.42,2.70,6.33,2.46,1.87,2.06,3.33,5.42,3.69,3.60,3.53,4.42,3.43,2.79,1.77,4.38,5.26,,4.13,2.07,2.37,,6.33,-999.00,4.04,3.12,1.72
November,2.32,2.82,2.77,-999.00,3.28,1.35,2.42,1.80,-999.00,1.87,7.32,6.50,4.96,2.96,3.82,4.60,,2.21,4.96,,5.92,4.34,2.52,3.60,2.78,-999.00,3.95,1.19,-999.00
December,5.46,2.41,2.16,-999.00,4.30,4.10,2.64,4.10,-999.00,4.12,0.13,1.46,1.95,2.13,5.91,3.55,1.60,1.38,1.50,6.57,4.60,2.28,4.00,4.77,2.23,3.12,0.75,2.85,-999.00
Total,31.54,32.84,32.35,35.62,34.97,35.58,24.78,36.04,40.42,,37.47,37.69,45.48,37.20,31.67,50.74,,34.51,33.43,,,39.15,,,,34.66,29.92,34.00,30.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_20_pt1/300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_23_pt1/184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_19_pt1/318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_22_pt1/172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The following readings are explicitly marked or commented as being apportioned or aggregated:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Jan-Mar 1917, Nov-Dec 1918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Nov-Dec 1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Jul-Aug 1932, Feb-Mar 1933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Feb-Mar 1936, Jun-Jul 1936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Jan-Feb 1940, Oct-Nov 1940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Jan-Mar 1941, Jan-Mar 1942, Apr-May 1943, Aug-Sep 1943, Nov-Dec 1943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The following readings are shown in brackets, and noted as estimates or not explained, and have been omitted:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Feb-Mar 1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Feb-Apr 1931, Jun-Jul 1931, Nov 1931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Feb-Mar 1934, Jun-Jul 1934, Oct-Nov 1934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Jan-Feb 1935, Jul 1935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# Jan-Mar 1937, Sep-Oct 1938, Jan 1939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Altitude and comments on the sheets put the gauge on the open moorland near High Paradise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The Grid reference indicates a potential location matching this description.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
