GILLINGHAM DORSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST808265,Long,-2.275211,Lat,51.037534,Elevation,244,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,,,5.18,2.3,2.17,4.25,5.76,2.5,4.07,4,6.4,4.17,7.28,2.47,3.64,3.21,1.57,1.69,1.35,-999,-999,0.84,7.24,2.2,2.19,0.62,-999,-999,-999,3.54,2.1,-999,0.47,2.34,4.1,3.82,2.19,0.71,2.05,2.33,1.3,1.22,4.84,,,,,,,0.28,2.73,4.18,4.62,4.15,1.82,3.5,3.69,3.92,6.72,1.58,2.38,4.18,2.61,2.16,7.35,6.15,0.95,1.18,4.3,4.42,3.28,0.71,3.81,2.34,2.08,3.99,3.64,3.78,1.35,0.84,3.88,3.05,2,3.85,4.57,2.05,4.96,1.14,2.91,2.71,,,,,,,,,,,
December,,,3.54,5.26,1.15,0.26,2.78,2.8,3.22,3.51,,3.23,1.91,0.58,0.71,4,1.6,4.08,3.89,3.1,-999,1.81,4.01,,1.44,1.42,-999,-999,3,3,2.71,-999,2.24,2.22,2.3,3.57,3.05,1.36,6.08,3.59,,3.31,4.51,,,,,,,1.38,4.07,3.72,3.87,1.05,3.61,1.66,5.99,2.98,3.42,2.22,1.68,4.99,1.73,3.69,3.56,2.8,5.67,6.11,3.28,2.65,6.78,5.85,2,3.24,3.32,0.94,2.37,4.54,3.35,4.64,6.42,9.14,5.04,2.83,7.19,7.08,4.24,1.03,3.65,6.38,,,,,,,,,,,
Total,,,28.53,28.2,27.5,26.66,34.42,25.94,30.1,33.91,,,28.46,,27.4,,,,34.54,,,,,,,23.35,26.98,,21.28,31.65,33.37,26.61,28.71,,21.44,31.04,35.23,28.2,34.53,29.88,,,,,,,,,,32.93,36.43,35.52,39.6,33.26,29.81,32.32,36.51,24.13,33.53,28.47,26.45,39.97,24.91,27.9,39.15,29.84,27.5,36.11,28.91,30.13,34.8,26.99,27,41.41,31.79,24.95,34.79,33.94,25,37.18,40.65,30.42,42.47,31.78,39.72,40.62,44.67,34.61,34.34,34.58,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1834 May-Jun bracketed (-999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1842 Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1847 Jul-Aug bracketed (-999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1849 brackets / incomplete year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1856 Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1858 May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
