UCKFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ477218,Long,0.1033,Lat,50.9774,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
November,,,4.61,2.71,2.99,2.99,1.69,2.12,2.27,1.92,4.39,0.81,6.52,0.99,2.29,1.76,1.03,2.84,1.37,5.67,2.95,7.5,0.94,1.68,5.56,3.06,1.89,1.41,1.37,2.65,2.24,0.7,6.92,3.16,2.66,4.82,3.23,7.68,4.03,1.27,4.26,4.36,3.87,4.59,1.07,3.88,3.75,4.68,4.73,1.27
December,,,1.29,0.32,0.44,0.6,1.37,2.49,3.18,3.81,2.64,0.5,4.7,0.59,2.34,2.04,3.29,0.93,2.59,5.1,3.17,1.64,3.04,2.73,0.98,2.28,2.03,2.07,6.51,4.08,3.88,1.52,5.88,0.94,2.32,1.18,7.95,2.51,2.08,1.03,3.62,3.52,3.26,1.39,4.14,1.29,5.15,2.81,2.13,1.75
Total,,,,30.09,23.37,23.03,25.11,17.58,38.03,29.33,28.62,24.26,50.55,31.7,23.15,23.8,33.59,31.74,19.36,33.48,42.46,28.35,30.01,25.74,23.48,38.97,33.79,30.48,30.51,28.57,24.99,25.64,38.64,30.06,24.65,29.02,33.37,39.58,31.25,33,31.79,33.05,35.9,29.49,23.16,29.88,32.86,25.16,30.1,27.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1842 Jul, Sep IDR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843 Sep IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1849 Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1854 Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
