SHANKLIN-MIX-(POMONA-ROAD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ581810,Long,-1.17989,Lat,50.6265,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949
November,,,,,,,,,,1.52,4.67,7.25,2.69,3.28,3.84,3.24,4.1,1.23,2.49,3.63,1.97,2.55,1.61,2.12,2.44,3.96,8.26,4.06,5.06,8.9,6.67,4.89,3.1,1.02,4.63,9.88,6.04,1.89,6.32,12.54,11.04,2.9,1.66,2.31,6.65,0.55,5.35,2.37,2.29,4.22
December,,,,,,,,,,5.03,4.3,7.73,4.21,2.44,9.04,9.07,5,1.04,4.07,6.61,4.07,2.62,4.75,4.06,5.18,5.03,0.37,3.93,4.01,6.91,4.04,1.01,1.87,0.72,11.33,4.89,3.34,6.35,3.64,2.88,3.15,3.11,4.6,3.16,2.58,5.71,4.13,3.91,4.66,3.55
Total,,,,,,,,,,,34.47,33.23,38.94,32.11,38.46,40.46,34.42,25.22,32.64,35.57,31.43,19.42,36.96,38.89,40.85,42.39,33.46,43.74,45.43,35.25,37.62,32.11,36.8,26.36,35.36,45.87,37.08,40.94,28.83,46.69,40.65,32.84,34.62,29.16,31.12,30.5,38.75,32.65,33.47,30.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Obs lived at no. 8 Pomona Road and there was a large field behind it, which if the gauge was there would explain why it didn't move when a new water engineer took over",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909 Sept Gauge moved 133 yrds WSW from EastCliff Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 Apr Inspection. Gauge old and in very poor condition. New gauge recommended. Open position except on NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 Alt changed but nothing suggests it moved - changed again in 1951 to 165ft but no mention of gauge moving and this would have been quite far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 Gauge diameter changed to 5in so would appear to have new gauge sometime during the year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 taken from Shanklin MWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
