"SOUTHPORT HESKETH PARK - gauge 2'8"" above ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD350183,Long,-2.985013,Lat,53.657134,Elevation,39,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
December,,2.57,3.75,1.18,2.38,1.71,4.57,3.81,1.71,2.13,5.89,4.55,2.39,1.79,4.11,1.59,5.01,2.88,2.07,3.67,0.55,5.12,2.5,3.52,2.93,2.57,4.37,2.98,2.48,2.71,3.51,3.83,2.85,2.98,2.38,0.62,3.03,3.43,2.49,5.94,2.81,5.06,2.83,1.86,5.1,6.44,2.52,1.63,6.68,4.39,2.54,3.87,4.17,4.91,4.38,2.25,1.16,1.22,2.95,5.62,4.06,1.82,1.71,0.8,4.52,3.16,3.5,2.22,3.74,2.83,2.89,0.99,3.48,1.85,2.54,2.82,3.45,2.6,3.3,4.62,3.18,6.63,3.24,1.56,3.42,,,,,,
Total,,30.06,48.48,27.27,31.67,41.87,35.36,46.89,34.17,32.33,31.46,40.62,40.34,32.57,34.13,31.07,41.6,23.8,28.71,29.5,33.84,33.97,34.76,28.67,31.35,26.97,30.68,31.88,28.73,28.35,33.69,26.69,25.42,39.33,26.01,26.31,32.97,32.63,32.49,35.72,35.04,30.38,37.13,28.89,32.12,32.05,31.42,33.71,40.23,30.96,34.08,28.65,35.11,38.88,36.98,32.58,34.84,36.25,41.53,32.06,39.57,38.56,33.57,23.71,30.7,34.11,33.89,25,36.64,33.91,31.69,26.91,31.29,37.88,35.41,29.46,38.42,30.4,35.26,30.24,36.51,39.83,30.59,26.86,44.48,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_07_pt4-page-083.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_09_pt1-page-094.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_15_pt1 page 84,,,1890s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_19_pt1 page 146,,,1900s-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_18_pt1 page 185,,,1910s-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_20_pt1 page 185,,,1920s-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_17_pt1 page 294,,,1930s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_20_pt1 page 112,,,1940s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_18_pt1 page 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
