DUNDALK FARNDREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ0349007896,Long,-6.421974,Lat,54.010079,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
November,,,,,,3.93,-999,3.75,1.03,0.48,2.53,4,4.56,3.15,1.97,2.27,2.1,2.3,3.96,1.67,5.49,3.01,3.13,1.24,1.83,3.21,1.13,3.07,2.34,2.21,3.86,,2.79,1.7,2.24,2.98,2.34,2.45,2.2,1.28,3.1,3.33,3.23,,,,,,,
December,,,,,,1.92,-999,3.24,1,1.76,2.65,2.53,3.45,1.48,3.18,0.82,4.09,2.51,3.26,2.57,2.77,4.49,1.89,3.07,2.69,3.15,3.51,2.71,2.12,3.94,2.63,,2.73,3.51,2.18,1.75,2.6,2.77,2.93,3.8,3.36,4.83,3.41,,,,,,,
Total,,,,,,35.39,32.99,36.77,26.8,35.77,27.04,35.92,38.36,28.45,26.82,23.58,,21.28,28.24,34.63,30.74,32.52,33.58,24.15,30.25,31.83,30.94,33.36,30.68,31.42,30.49,,29.94,38.39,29.1,27.63,31.89,32.45,30.8,30.89,31.53,28.7,32.99,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876 Oct/Nov/Dec bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886 May 4.4 estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901 record lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908 Aug/Sept bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1913,1914,1915 plus later totals all computed from various sources hence estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
