POMONA KIRKWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HY450111,Long,-2.955107,Lat,58.983515,Elevation,75,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,3.11,,1.98,2.23,3.09,2.89,4.02,4.39,2.76,6.06,3.65,6.25,4.2,3.18,,,4.7,,,,8.84,2.44,5.35,4.59,4.38,2.45,2.62,4.38,6.18,2.63,5.8,2.58,3.5,8.04,2.1,2.51,3.14,4.3,6.39,4.81,4.89,4.33,1.98,3.94,3.15,4.94,,3.47,4.92,6.86,6.28,5.22,6.06,6.5,5.64,3.87,4,6.64,3.57,6,5.86,,,,,,,,,,
December,5.04,,3.47,4.87,2.78,2.58,2.37,7.18,3.61,4.25,5.69,4.02,5.17,4.14,,,,,,,6.7,4.96,6.01,5.44,5.38,4.59,6.04,4,3.22,4.71,1.82,4.34,2.1,4.1,4.29,6.65,5.06,4.42,7.56,5.02,5.38,4.07,4.48,3.81,4.96,2.34,,3.44,4.63,5.83,4.3,4.83,5.62,5.62,4.14,7.8,5.26,3.17,6.75,6.64,4,,,,,,,,,,
Total,,,34.73,34.92,30.58,24.94,22.73,37.25,48.93,35.84,30,37.13,44.23,33.89,,,,,,,58.93,41.81,43.22,37.45,36.83,33.19,32.74,,,35.12,39.77,36.01,39.05,42.58,34.52,35.76,42.68,34.71,52.62,39.54,40.57,38.03,30.69,43.64,34.09,38.21,,,40.02,42.7,37.47,38.2,41.95,32.95,37.89,32.2,41.04,44.24,43.78,42.29,37.69,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Multiple moves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1860,,Berstane,No GR as only partial record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1862,Move,Kirkwall,No GR but seems reasonable to use HY 450 111 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1880,Move,Kirkwall,HY 450 111 Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1894,Move,Kirkwall,HY 450 111 (Medium confidence) kept same as only 150 yds WNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1909,Move,Kirkwall,HY 451 105 Medium New Snowdon gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1920,Move,Kirkwall ,HY 451 105 Medium kept same as only 50 yds SSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
