BRAEMORE LOCH DROMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH253758,Long,-4.9344,Lat,57.7358,elevation,850,feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
November,,,,,,,,,,12.61,,2.76,9.41,5.84,10.89,7.83,2.3,9.26,14.73,2.2,5.38,4.9,4.41,6.21,13,4.43,7.37,7.72,23.3,9.39,11.02,5.22,0.9,6.71,4.87,6.81,1.34,11.22,4.45,6.95,5.7,4.72,2.94,11.5,7.42,5.36,8.07,4.38,8.2,10.02,7.4,4.5,10.54,8.74,8.3,4.7,6.55,19.25,6.46,7.05,6.35,1.3,6.2,6.7,2.9,3.3,6.1,7.6,10.6,5.25,10.76,5,9.5,,,,,,,,,,,,,,7.36,11.85,7.45,5.94,5.17,,6.49,10.43,7.48,3.31,9.15,3.87,2.74,,
December,,,,,,,,,,5.63,,6.12,5.65,15.99,8.53,6.87,3.35,5.15,4.18,6.49,4.05,5.15,5.43,9.79,15.54,16.61,7.37,4.4,6.44,4.99,0.45,8.5,0.17,6.74,0,2.52,7.73,11.7,18.48,3.56,12.14,1.23,14.4,7.27,11.66,6.66,14.93,7.42,8.58,7.21,7.1,4.4,12.33,9.55,7.8,6.73,5.4,5.1,6.2,9.3,4.6,14.6,8.4,8.64,10.7,8.5,6.3,0.5,9.4,9.15,6,10.77,7.66,,,,,,,,,,,,,,5.95,6.56,7.1,14.55,4.32,,9.52,5.14,11.31,10.68,10.29,11.52,6.66,,
Total,,,,,,,,,74.94,62.15,41.13,46.23,60.06,74.47,87.79,56.7,52.18,65.7,62.38,49.88,43.13,38.12,52.29,70.41,78.37,79.91,62.22,61.11,109.05,61.51,89.91,61.54,32.92,66.54,39.96,56.81,88.15,95.11,108.19,61.2,74.48,55.2,97.02,103.38,80.38,83.98,68.6,58.02,73.87,66.67,66.55,49.13,69.8,61.32,66.83,59.38,77.86,61.14,69.64,76.79,74.65,72.68,71.55,83.82,76.8,74.99,66.15,68.45,78.5,52.7,71.71,64.31,67.36,,,,,,,,,,,,,,,62.12,74.9,75.94,74.6,,,59.67,67.33,49.84,75.94,75.34,63.01,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1888 total noted as being ""considerably too large"" - but monthly values add up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elevation 1931 recorded as 905 but 1932 890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge broken and repaired 1951-1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1959 ""site appears to have changed since 1951 - now in open beneath transmission lines"" NGR given as NH 257755"" and 940'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1940 and 1950s have ""house 130' S"" - this is almost certainly the property known as Lochdrum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
