WISBECH-QUEENS-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF461093,Long,0.158801,Lat,52.661738,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
November,,,,,1.03,2.88,2.76,1.52,2.58,0.79,2.28,2.14,1.38,2.28,2.4,2.55,0.9,1.53,1.75,1.63,2.22,1.28,1.57,1.84,0.92,1.87,2.62,2.48,0.92,0.6,2.07,2.92,2.31,1.51,1.81,3.92,2.55,1.67,2.46,1.91,0.75,1.09,1.21,1.42,1.99,1.85,2.8,2.26,2.2,3.43,2.69,1.97,1.17,1.63,1.49,2.94,1.97,1.45,1.64,3.08,4.92,2.76,,,,,,,,,
December,,,,,2.14,0.84,3.31,0.79,1.3,1.21,0.9,2.54,0.75,1.14,1.32,1.5,2.78,1.37,1.7,1.35,2.83,3.78,1.22,1.03,1.69,0.7,2.56,2.65,1.62,3.31,4.09,3.81,2.76,0.29,4.85,3.58,3.08,0.8,2.84,4.06,2.37,1.25,2.32,2.48,1.33,1.94,0.42,2.05,1.99,3.31,1.97,0.65,0.33,0.34,3.12,1.8,1.49,2.59,2.61,1.45,1.28,0.83,,,,,,,,,
Total,,,,,20.65,25.48,28.23,17.33,21.38,24.36,19.19,24.63,24.54,18.06,22.29,18.77,22.45,20.58,18.92,21.86,24.9,18,21.13,29.5,18.08,20.15,23.89,22.67,18.36,27.01,25.02,21.47,33.12,18.27,21.4,24.2,32.14,24.58,27.3,27.72,23.05,14.13,26.38,24.86,26.04,21.18,22.86,26.28,23.09,19.04,25.75,25.88,22.49,18.41,16.71,21.38,24.54,27.22,17.71,23.82,19.38,25.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals 1884-1896 corrected for addition!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total 1898 corrected for addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals 1900-1901 corrected for addition!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals 1903-1905 corrected for addition!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942 June Gauge moves 1 mile NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
