ASHTON-UNDER-LYME-KNOTT-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD958014,Long,-2.064799,Lat,53.509268,Elevation,605,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
November,,,,,2.9,2.6,5.8,0.7,2.6,4.2,7.5,1,3.9,2.3,4.3,4.2,2.8,4,2.4,1.5,3.8,3.7,6.5,3.8,1.9,2.7,2.4,1.7,,,,,,,,,,,,,,,,,,,4.03,3.13,2.46,1.5,4.44,4.03,3.36,3.89,4.12,3.12,3.21,4.47,2.04,3.42,1.48,2.37,3.23,5.69,1.92,3.66,4.42,3.88,6.23,7.94,5.09,5.79,3.18,1.83,1.87,4.57,4.68,1.96,4.56,7.06,6.73,3.17,1.19,3.53,7.45,0.81,6.31,6.07,2.6,6.23,6.19,7.12,2.79,4.21,5.54,2.14,1.96,2.19,1.65,4.28,5.89,,
December,,,,,1.8,0.5,3.6,5.1,7.7,4.1,5.8,1.4,1.8,0.4,3.4,1.1,5.6,2.6,1.7,2.3,5.4,3.7,4.1,2.9,4.7,2.1,3.8,3,,,,,,,,,,,,,,,,,,,4.02,3.26,3.1,6.36,3.87,5.3,4.95,2.76,5.63,5.72,3.14,2.56,8.25,6.66,3.3,5.41,4.38,4.22,4.56,3.29,2.23,0.82,2.95,6.35,3.01,1.89,2.04,0.62,4.83,3.37,3.64,2.81,4.28,4.23,4.92,2.67,4.05,3.11,3.86,3.01,3.99,4.14,3.28,6.94,3.49,6.45,3.87,1.84,6.06,4.82,4.37,4.51,3.61,5.9,4.15,,
Total,,,,,29.2,23.7,39.7,34.8,29.2,32.6,37.9,30.9,47.4,26.2,29.7,29.9,34.5,39.4,29.3,30.2,36.7,35.3,46.5,37.2,31.7,32.1,36.8,20.8,32.2,31.3,33.4,40.6,,,35.8,32.3,34.7,36.7,33,30.7,,24.7,,42.5,31.76,,40.89,40.4,36.41,42.83,42.5,35.84,43.07,32.88,43.25,38.59,39.82,39.9,49.55,41.2,47.3,34.05,41.64,48.76,45.2,40.33,40.18,44.66,48.97,41.91,48.11,50.51,40.55,28.61,34.47,40.49,39.17,31.54,42.44,44.38,42.25,38.37,41.41,44.67,49.54,40.53,49.37,37.57,41.08,38.18,47.21,46.45,40.38,42.3,55.03,30.58,45.45,45.17,47.86,31.61,45.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866 TOTAL MIS-CALCULATED ON ORIGINAL RECORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
