STRATTON-ON-FOSSE-DOWNSIDE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref ,ST656507 ,Long ,-2.494312,Lat ,51.25442,Elevation ,600,ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
November ,,,1.78,4.4,3.78,5.27,,,,,,,,,,,,,,0.61,4.1,6.56,6.17,5.97,2.56,5.91,6.23,3.61,7.45,2.25,2.91,4.41,2.59,2.94,7.17,7.73,0.96,4.21,4.29,4.74,3.47,1.15,3.72,2.62,2.69,3.91,4.93,4.32,1.51,1.7,5.36,5.2,2.53,4.07,5.46,2.44,4.83,1.23,2.7,3.49,2.12,2.45,2.39,4.17,3.88,3.06,9.11,4.68,5.11,9.94,6.63,4.66,3.96,0.75,1.83,8.82,4.85,2.58,7.08,10.21,11.05,2.41,1.81,3.21,8.05,0.42,7.52,3.1,2.39,4.77,8.5,10.17,5.17,2.3,8.95,4.28,0.65,2.21,2.36,4.15,5.66
December ,,,2.5,2.25,4.03,3.63,,,,,,,,,,,,,,3.01,5.37,4.93,6.42,1.66,7.05,1.66,6.75,3.82,,2.93,1.98,6.64,2.35,3.46,4.07,3.64,7.08,5.54,5.63,2.71,8.36,7.99,3.33,3.8,3,1.27,2.67,6.61,3.49,6.06,7.15,10.27,8.31,2.39,9.54,8.86,5,0.79,5.71,8.5,4.17,2.89,4.92,4.41,5.76,5.28,0.53,3.5,4.24,8.99,4.86,1.28,2.77,1.01,9.92,5.45,4.37,3.42,5.59,3.58,2.76,2.79,5.29,3.12,3.8,5.81,4.12,4.66,6.53,4.08,3.03,3.15,4.5,1.21,3.61,5.44,4.37,3.05,4.2,7.81,5.74
Total ,,,45.82,43.62,27.67,43.09,,,,,,,,,,,,,,50.41,43.4,47.85,53.07,47.55,43.16,44.46,,32.45,,36.62,31.97,50.92,33.91,34.37,46.3,41.34,34.59,43.01,,41.43,44.15,32.74,32.46,58.34,37.23,30.5,43.9,43.68,34.6,42.26,50.75,39.51,52.28,35.97,48.22,46.16,47.5,42.84,43.87,44.51,44.12,24.65,42.76,43.97,51.59,46.99,45.27,50.8,45.5,41.15,43.94,39.29,47.92,32.08,37.91,47.29,44.92,43.56,41.31,48.75,41.46,36.14,38.17,39.05,39.6,37.25,49.36,38.41,46.57,34.11,51.38,50.61,46.06,34.08,50.2,34.52,34.01,40.32,38.8,33.07,50.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886 Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888 Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898 Jan-May estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
