TYDD NORTH LEVEL SLUICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF467181,Long,0.172,Lat,52.741,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
December,4.22,3.07,0.26,5.13,4.17,3.28,0.46,2.71,3.99,2.02,1.01,2.01,2.64,1.47,2.00,0.30,2.30,2.22,4.23,2.08,0.67,0.52,0.38,3.24,2.01,1.86,3.30,3.17,2.08,1.82,0.93,2.20,1.11,1.45,2.60,2.35,2.28,1.73,1.84,1.81,1.73,2.18,0.96,2.58,1.64,2.10,2.40,2.89,3.72,4.06
Total,22.73,34.08,22.51,25.99,26.17,28.94,23.93,24.24,23.24,20.65,12.17,24.05,24.82,24.78,21.84,20.93,26.28,28.44,21.24,27.66,27.23,21.96,17.87,18.07,20.96,25.13,30.11,20.10,25.92,24.46,31.10,25.48,20.48,23.03,19.76,28.16,20.18,28.16,21.71,29.07,29.69,24.56,23.28,31.80,20.51,25.87,28.97,31.96,19.96,30.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_16_pt1/013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_17_pt1/006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_15_pt1/070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_17_pt1/155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_15_pt1/151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The station continued until 1986 according to MIDAS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
