BORROWDALE SEATHWAITE (Garden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY234121,Long,-3.1827,Lat,54.4987,Elevation,422,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
November,,,,,,20.84,10.46,21.85,14.07,18.75,22.6,3.74,17.47,9.47,9.84,8.7,6.03,7.93,4.24,13.55,4.76,35.41,5.14,24.75,16.1,13.83,23.08,2.55,9.43,23.19,8.03,9.91,18.64,10.06,13.29,12.1,8,28.47,5.82,3.87,22.7,16.73,18.52,19.84,6.7,10.35,14.78,8.62,22.87,6.82,25.48,13.89,11.82,11.54,,,4.27,21.13,16.82,15.98,9.94,15.71,9.3,12.01,10.76,13.84,13.82,11.42,12.21,8.56,9.89,18.07,15.71,13.63,22.94,5.97,17.95,15.65,,,7.6,5.65,5.4,19.7,14.7,3.65,10.05,,25.4,28.7,15.75,23.1,10,3,5,14.5,17,4.5,20.5,25,
December,,,,,,24.94,6.7,20.54,20.71,7.55,11.51,7.99,32.83,1.23,22.86,7.23,17.8,20.49,15.59,13.7,9.06,13.62,26.16,18.13,23.69,11.05,25.39,13.04,27.51,17.75,7.21,21.79,20.37,11.74,7.34,13.93,18.31,18.12,5.74,12.77,15.22,14.92,12.29,14.92,19.22,7.54,18.62,11.58,17.45,16.33,1.21,25.25,9.06,22.53,,,19.29,20.85,24.6,9.43,27.24,16.04,15.29,13.7,16.07,11.43,11.74,19.1,12.07,18.79,21.78,27.04,23.42,14.06,18.42,21.27,9.9,8.38,,,10.75,22.1,18.45,10.2,24.5,11.3,4.5,,11.8,25.06,12.5,14.5,27.25,4,21.5,8,19.25,8.15,10.75,5,
Total,,,,,,151.87,143.51,129.24,160.89,125.47,143.96,139.6,156.74,113.69,143.48,88.31,105.52,116.6,114.61,147.29,142.2,182.58,170.03,173.84,134.67,117.49,179.12,133.31,157.11,150.11,121.2,115.15,182.05,146.53,148.79,118.8,114.03,180.4,111.88,110.7,120.12,130.58,149.69,147.68,136.43,144.01,133.84,101.57,119.89,106.24,141.8,147.19,129.5,140.66,147.53,101.7,125.06,145.96,154.48,128.4,129.77,111.99,95.08,173.14,131.7,115.44,130.25,128.35,126.72,127.65,133.71,149.1,143.45,124.54,128.76,103.56,133.9,119.74,,,128.08,115.86,101.25,155.58,125.67,108.15,110.73,,176.58,135.33,130.33,133.76,147.64,89.25,137.75,141.25,128.1,109,163.5,126,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1865 Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1894, 1895, 1896 estimated annual totals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1916 total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1936 Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDR 1940 values removed, stn terminated 1939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
