ABBOTSBURY CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY563850,Long,-2.6185,Lat,50.6637,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,,,,,,,,,,1.41,1.95,,5.17,4.49,3.68,4.61,4.97,6.6,2.79,0,3.21,5.43,3.78,3.49,2.43,2.71,3.65,4.03,8.27,2.48,2.8,3.93,,,,,,,,,,,,,,,,,,,,3.12,,,4.29,2.9,5.4,,,,,,,,4.11,,,,,,
December,,,,,,,,,,3.97,3.32,,3.89,0.55,4.58,1.46,8.18,1.61,2.46,0.84,5.03,3.39,4.21,0.56,4.39,2.4,6.95,2.91,2.04,2.38,2.33,4.09,,,,,,,,,,,,,,,,,,,,8.76,,,8,8.88,4.99,,,,,,,,4.51,,,,,,
Total,,,,,,,,,,25.71,18.45,,41.42,25.94,28.2,35.29,36.99,34.47,28.08,35.17,33.52,35.92,38.14,27.95,28.33,28.15,32.51,25.14,31.88,28.61,27.02,40.16,,,,,,,,,,,,,,,,,,,,25.9,,,37.7,41.24,37.76,,,,,,,,40.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It appears that all observations were taken at the Gardens not the Castle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR found on OS map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June and July 1870 observations are combined. Entered as -999.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June and July 1886 observations are combined. Entered as -999.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January and February 1887 observations are combined. Entered as -999.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Removed estimated amounts for January, May, November, and December 1925.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
