LEEDS HOLBECK WW DEPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE298327,Long,-1.548,Lat,53.7898,Elevation,93,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,,,,,,,,,1.75,1.65,2.14,0.81,4.19,2.18,2.68,3.81,3.11,2.81,2.5,1.28,2.23,3.32,3.35,2.63,0.98,1.85,1.61,1.91,5.69,0.88,2.49,3.04,1.72,1.51,1.35,2.98,1.55,2.64,2.12,1.08,3.41,4.26,1.67,1.19,1.66,3.33,2.97,2.9,1.16,0.33,4.04,2.67,1.75,2.11,3.05,1.96,2.9,1.46,1.07,1.95,1.07,2.56,,,,,,,,,
December,,,,,,,,,7.21,4.34,3.26,1.18,3.35,0.35,2.95,0.93,6.32,2.67,1.65,1.26,3.98,2.77,3.84,1.15,2.37,0.52,3.74,1.67,1.69,1.71,0.83,4.3,0.55,2.99,1.42,3.16,3.27,2.51,2.38,2.42,3.58,5.57,2.17,1.29,1.5,0.21,2.21,2.41,1.3,4.71,2.75,3.52,1.86,1.73,5.48,6.38,1.96,1.52,4.48,3.63,2.55,3.17,,,,,,,,,
Total,,,,,,,,,26.01,27.08,24.49,26.93,41.38,21.12,21.55,27.39,31.95,35.4,30.96,25.33,32.78,30.23,34.29,31.88,23.12,22.09,31.64,15.62,24.42,22.12,23.59,26.92,28.69,24.33,28.96,30.71,25.57,27.65,23.28,24.38,34.44,24.77,23.65,29.9,22.09,19.73,22.78,26.05,20.6,25.02,27.84,22.31,34.33,23.63,25.99,27.26,27.43,23.98,30.67,26.44,27.83,20.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1860-1869_05_pt1-page-097.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1870-1879_08_pt1-page-141.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_10_pt2-page-032.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_16_pt1-page-038.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_21_pt1-page-035.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_20_pt1-page-056.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_22_pt1-page-166.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
